word,count,freq,worldfreq
same,1507,0.00088658584439507,0.00063095734448019
long,1502,0.00088364428552182,0.00063095734448019
side,1498,0.00088129103842323,0.0003019951720402
again,1488,0.00087540792067675,0.00048977881936845
sure,1438,0.00084599233194433,0.00040738027780411
thought,1409,0.00082893129047953,0.00038018939632056
three,1408,0.00082834297870488,0.00061659500186148
let,1394,0.0008201066138598,0.00038018939632056
need,1382,0.00081304687256402,0.00089125093813375
took,1378,0.00081069362546543,0.00032359365692963
she'd,1356,0.00079775076642316,9.7723722095581E-6
look,1354,0.00079657414287387,0.00057543993733716
anything,1341,0.00078892608980344,0.0003388441561392
felt,1329,0.00078186634850766,0.00012589254117942
voice,1324,0.00077892478963442,0.00011748975549395
behind,1311,0.00077127673656399,0.00017782794100389
body,1308,0.00076951180124004,0.0002454708915685
that's,1301,0.00076539361881751,0.00061659500186148
each,1290,0.00075892218929637,0.00050118723362727
hands,1282,0.00075421569509919,0.00014125375446228
second,1281,0.00075362738332454,0.00042657951880159
help,1280,0.00075303907154989,0.00050118723362727
every,1262,0.00074244945960622,0.00056234132519035
while,1253,0.00073715465363438,0.00067608297539198
why,1253,0.00073715465363438,0.00079432823472428
put,1250,0.00073538971831044,0.00043651583224017
myself,1243,0.0007312715358879,0.0001949844599758
man,1241,0.0007300949123386,0.00067608297539198
can't,1232,0.00072480010636677,0.00060255958607436
doing,1221,0.00071832867684564,0.0003630780547701
really,1219,0.00071715205329634,0.00083176377110267
keep,1212,0.0007130338708738,0.00040738027780411
someone,1207,0.00071009231200056,0.00038018939632056
first,1196,0.00070362088247943,0.0013182567385564
point,1190,0.00070009101183154,0.00034673685045253
we're,1190,0.00070009101183154,0.00019952623149689
girl,1187,0.00069832607650759,0.00023442288153199
say,1187,0.00069832607650759,0.00075857757502918
few,1186,0.00069773776473294,0.0003630780547701
will,1185,0.0006971494529583,0.0027542287033382
thing,1180,0.00069420789408505,0.00047863009232264
wouldn't,1157,0.00068067672326814,0.00013182567385564
between,1149,0.00067597022907096,0.00064565422903466
powers,1144,0.00067302867019771,5.3703179637025E-5
getting,1138,0.00066949879954982,0.00032359365692963
there's,1117,0.00065714425228221,0.00027542287033382
i'll,1116,0.00065655594050756,0.0003019951720402
use,1111,0.00065361438163432,0.0006606934480076
come,1109,0.00065243775808502,0.00058884365535559
well,1107,0.00065126113453572,0.0010715193052376
end,1103,0.00064890788743713,0.00047863009232264
group,1099,0.00064655464033854,0.00038904514499428
room,1083,0.00063714165194416,0.00022908676527678
hard,1083,0.00063714165194416,0.00030902954325136
door,1068,0.00062831697532444,0.0001122018454302
own,1066,0.00062714035177514,0.00051286138399136
bitch,1061,0.0006241987929019,5.6234132519035E-5
feet,1060,0.00062361048112725,9.1201083935591E-5
give,1060,0.00062361048112725,0.00050118723362727
better,1059,0.0006230221693526,0.00054954087385762
wanted,1052,0.00061890398693007,0.00020417379446695
fight,1049,0.00061713905160612,0.00015848931924611
hadn't,1049,0.00061713905160612,2.0417379446695E-5
without,1048,0.00061655073983147,0.00048977881936845
saw,1045,0.00061478580450753,0.00022387211385683
okay,1044,0.00061419749273288,0.00012022644346174
place,1037,0.00061007931031034,0.00053703179637025
work,1028,0.00060478450433851,0.00087096358995608
almost,1019,0.00059948969836667,0.00023988329190195
half,1012,0.00059537151594413,0.00025118864315096
spoke,999,0.0005877234628737,4.0738027780411E-5
nodded,992,0.00058360528045116,1.81970085861E-6
set,989,0.00058184034512722,0.0003981071705535
building,980,0.00057654553915538,0.00018620871366629
found,978,0.00057536891560609,0.00048977881936845
find,969,0.00057007410963425,0.00053703179637025
very,966,0.00056830917431031,0.00093325430079699
feel,950,0.00055889618591593,0.00043651583224017
used,948,0.00055771956236664,0.00064565422903466
she's,946,0.00055654293881734,0.00013182567385564
moved,941,0.0005536013799441,9.7723722095581E-5
which,941,0.0005536013799441,0.0021379620895022
capes,936,0.00055065982107086,7.7624711662869E-7
far,931,0.00054771826219762,0.00031622776601684
knew,929,0.00054654163864832,0.00014791083881682
told,926,0.00054477670332437,0.00033113112148259
started,926,0.00054477670332437,0.0002089296130854
already,924,0.00054360007977508,0.00037153522909717
most,917,0.00053948189735254,0.00097723722095581
trying,916,0.00053889358557789,0.00026302679918954
sense,914,0.00053771696202859,0.00015848931924611
else,911,0.00053595202670465,0.00023442288153199
looking,908,0.0005341870913807,0.00032359365692963
part,900,0.00052948059718352,0.00060255958607436
those,898,0.00052830397363422,0.00079432823472428
together,894,0.00052595072653563,0.00027542287033382
stop,892,0.00052477410298633,0.0003019951720402
front,881,0.0005183026734652,0.00018620871366629
should,881,0.0005183026734652,0.0010232929922808
done,880,0.00051771436169055,0.0003630780547701
though,879,0.0005171260499159,0.00031622776601684
area,877,0.0005159494263666,0.00028840315031266
everything,874,0.00051418449104266,0.00033113112148259
he's,874,0.00051418449104266,0.00028840315031266
until,870,0.00051183124394407,0.0003981071705535
hit,868,0.00051065462039477,0.00021379620895022
air,861,0.00050653643797223,0.0002454708915685
bad,846,0.00049771176135251,0.00033113112148259
regent,845,0.00049712344957786,2.8183829312645E-6
stopped,845,0.00049712344957786,6.606934480076E-5
tell,842,0.00049535851425391,0.00032359365692963
many,831,0.00048888708473278,0.0008128305161641
i've,830,0.00048829877295813,0.00048977881936845
city,830,0.00048829877295813,0.00037153522909717
gave,826,0.00048594552585954,0.00017378008287494
went,824,0.00048476890231024,0.00032359365692963
world,821,0.0004830039669863,0.0008128305161641
last,818,0.00048123903166235,0.00067608297539198
costume,810,0.00047653253746516,1.3182567385564E-5
move,805,0.00047359097859192,0.00020417379446695
kind,804,0.00047300266681727,0.00026915348039269
able,803,0.00047241435504263,0.00025703957827689
forward,802,0.00047182604326798,0.00012302687708124
they're,794,0.00046711954907079,0.00022387211385683
himself,793,0.00046653123729614,0.00016982436524617
imp,793,0.00046653123729614,1.3803842646029E-6
small,785,0.00046182474309896,0.00032359365692963
came,779,0.00045829487245107,0.00032359365692963
both,777,0.00045711824890177,0.00060255958607436
making,776,0.00045652993712712,0.00031622776601684
reached,771,0.00045358837825388,7.7624711662869E-5
attack,770,0.00045300006647923,0.00011481536214969
dogs,769,0.00045241175470458,5.0118723362727E-5
close,764,0.00044947019583134,0.00022908676527678
moment,764,0.00044947019583134,0.00016982436524617
caught,764,0.00044947019583134,7.5857757502918E-5
nine,762,0.00044829357228204,7.2443596007499E-5
doesn't,762,0.00044829357228204,0.00028840315031266
coil,760,0.00044711694873275,4.8977881936845E-6
weren't,752,0.00044241045453556,3.8018939632056E-5
arm,748,0.00044005720743697,5.2480746024977E-5
attention,744,0.00043770396033837,0.00012302687708124
moving,743,0.00043711564856373,9.5499258602144E-5
tried,741,0.00043593902501443,0.00013182567385564
jack,739,0.00043476240146513,6.7608297539198E-5
miss,739,0.00043476240146513,0.00016218100973589
stood,737,0.00043358577791583,3.5481338923358E-5
water,734,0.00043182084259189,0.0003388441561392
hair,734,0.00043182084259189,0.00010232929922808
gone,732,0.00043064421904259,0.00014454397707459
rachel,731,0.00043005590726794,1.2022644346174E-5
dragon,730,0.0004294675954933,2.3442288153199E-5
new,726,0.0004271143483947,0.0017378008287494
inside,725,0.00042652603662005,0.00013803842646029
either,723,0.00042534941307076,0.00021379620895022
nothing,722,0.00042476110129611,0.0003388441561392
next,716,0.00042123123064822,0.0004677351412872
different,714,0.00042005460709892,0.00038904514499428
probably,710,0.00041770136000033,0.00021379620895022
team,708,0.00041652473645103,0.0003981071705535
hurt,708,0.00041652473645103,8.5113803820238E-5
talking,705,0.00041475980112709,0.000181970085861
its,702,0.00041299486580314,0.0015848931924611
using,702,0.00041299486580314,0.00028840315031266
has,699,0.0004112299304792,0.0022908676527678
wall,698,0.00041064161870455,0.0001
herself,694,0.00040828837160596,5.0118723362727E-5
yes,691,0.00040652343628201,0.00030902954325136
arms,690,0.00040593512450736,6.606934480076E-5
seemed,690,0.00040593512450736,6.0255958607436E-5
brian,689,0.00040534681273271,2.5703957827689E-5
run,688,0.00040475850095807,0.00028840315031266
shook,687,0.00040417018918342,6.1659500186148E-6
less,687,0.00040417018918342,0.00031622776601684
words,680,0.00040005200676088,0.00017378008287494
once,679,0.00039946369498623,0.00033113112148259
lot,678,0.00039887538321158,0.00034673685045253
heroes,676,0.00039769875966229,2.0417379446695E-5
everyone,676,0.00039769875966229,0.00025703957827689
fuck,673,0.00039593382433834,0.00021379620895022
metal,671,0.00039475720078904,5.6234132519035E-5
scion,671,0.00039475720078904,9.1201083935591E-7
these,669,0.00039358057723975,0.001122018454302
dad,669,0.00039358057723975,8.128305161641E-5
rest,668,0.0003929922654651,0.00016218100973589
they'd,666,0.0003918156419158,1.9952623149689E-5
black,665,0.00039122733014115,0.00026915348039269
free,665,0.00039122733014115,0.00035481338923358
open,661,0.00038887408304256,0.00029512092266664
replied,659,0.00038769745949326,1.949844599758E-5
across,658,0.00038710914771862,0.00016982436524617
woman,656,0.00038593252416932,0.00020417379446695
talk,656,0.00038593252416932,0.0002454708915685
lung,654,0.00038475590062002,1.2882495516931E-5
won't,653,0.00038416758884537,0.00018620871366629
swarm,650,0.00038240265352143,2.5118864315096E-6
pulled,647,0.00038063771819748,4.0738027780411E-5
mask,647,0.00038063771819748,1.7378008287494E-5
stepped,645,0.00037946109464819,1.3803842646029E-5
leave,643,0.00037828447109889,0.0002089296130854
top,643,0.00037828447109889,0.00032359365692963
mind,641,0.00037710784754959,0.00026915348039269
cut,640,0.00037651953577494,0.00015848931924611
needed,639,0.0003759312240003,0.00014125375446228
yeah,634,0.00037298966512705,0.00023988329190195
light,632,0.00037181304157776,0.0002089296130854
guys,630,0.00037063641802846,0.0002454708915685
five,630,0.00037063641802846,0.00028183829312645
we'd,629,0.00037004810625381,2.089296130854E-5
krouse,624,0.00036710654738057,1.6982436524617E-8
stuff,623,0.00036651823560592,0.00011748975549395
phone,622,0.00036592992383127,0.00017782794100389
glanced,622,0.00036592992383127,1.0232929922808E-6
mouth,621,0.00036534161205663,6.7608297539198E-5
taking,620,0.00036475330028198,0.00023442288153199
saying,616,0.00036240005318338,0.00021877616239496
shoulder,613,0.00036063511785944,2.8840315031266E-5
isn't,609,0.00035828187076085,0.00021877616239496
idea,609,0.00035828187076085,0.00021379620895022
began,607,0.00035710524721155,0.00013182567385564
pretty,603,0.00035475200011296,0.00021379620895022
anyone,601,0.00035357537656366,0.0002089296130854
defiant,597,0.00035122212946507,1.5488166189125E-6
trickster,597,0.00035122212946507,7.0794578438414E-7
lisa,597,0.00035122212946507,1.4791083881682E-5
under,596,0.00035063381769042,0.00058884365535559
four,595,0.00035004550591577,0.0003388441561392
militia,594,0.00034945719414112,8.5113803820238E-6
call,591,0.00034769225881718,0.00030902954325136
chance,588,0.00034592732349323,0.00016218100973589
direction,587,0.00034533901171858,9.1201083935591E-5
minutes,587,0.00034533901171858,0.0002089296130854
towards,585,0.00034416238816929,0.00011748975549395
never,577,0.0003394558939721,0.00077624711662869
shadow,574,0.00033769095864815,2.8183829312645E-5
person,574,0.00033769095864815,0.00035481338923358
best,572,0.00033651433509886,0.00058884365535559
held,571,0.00033592602332421,0.00017782794100389
we'll,571,0.00033592602332421,6.1659500186148E-5
raised,569,0.00033474939977491,6.9183097091894E-5
number,565,0.00033239615267632,0.00042657951880159
prt,563,0.00033121952912702,3.5481338923358E-7
standing,562,0.00033063121735237,7.5857757502918E-5
ones,561,0.00033004290557773,0.0001122018454302
past,560,0.00032945459380308,0.00021379620895022
whatever,559,0.00032886628202843,0.00013182567385564
control,559,0.00032886628202843,0.00025118864315096
skitter,556,0.00032710134670448,6.3095734448019E-8
floor,552,0.00032474809960589,8.128305161641E-5
try,550,0.00032357147605659,0.00028183829312645
turn,549,0.00032298316428194,0.00021379620895022
armor,545,0.00032062991718335,7.9432823472428E-6
eye,543,0.00031945329363405,9.7723722095581E-5
seen,541,0.00031827667008476,0.00032359365692963
bit,540,0.00031768835831011,0.0001949844599758
running,540,0.00031768835831011,0.00014791083881682
hear,540,0.00031768835831011,0.00015848931924611
word,533,0.00031357017588757,0.00019054607179632
big,532,0.00031298186411292,0.00040738027780411
kill,532,0.00031298186411292,0.00012022644346174
opened,531,0.00031239355233827,7.0794578438414E-5
day,528,0.00031062861701433,0.00083176377110267
hold,522,0.00030709874636644,0.00014791083881682
you've,518,0.00030474549926785,0.0001122018454302
noelle,517,0.0003041571874932,4.677351412872E-7
sound,514,0.00030239225216925,0.00013489628825917
blood,513,0.0003018039403946,0.00013489628825917
damage,512,0.00030121562861996,7.5857757502918E-5
matter,512,0.00030121562861996,0.00022908676527678
leviathan,510,0.00030003900507066,1.2022644346174E-6
case,508,0.00029886238152136,0.00038904514499428
bonesaw,507,0.00029827406974671,1.5135612484362E-8
wrong,507,0.00029827406974671,0.00023442288153199
working,506,0.00029768575797207,0.00027542287033382
beneath,505,0.00029709744619742,1.5488166189125E-5
deal,504,0.00029650913442277,0.00019054607179632
white,501,0.00029474419909882,0.00028183829312645
darkness,500,0.00029415588732418,1.949844599758E-5
fire,500,0.00029415588732418,0.00018620871366629
having,500,0.00029415588732418,0.00035481338923358
position,499,0.00029356757554953,0.00017782794100389
doctor,497,0.00029239095200023,7.7624711662869E-5
thinking,494,0.00029062601667629,0.00016595869074376
bay,488,0.0002870961460284,4.8977881936845E-5
distance,486,0.0002859195224791,6.606934480076E-5
kid,482,0.00028356627538051,8.7096358995608E-5
fighting,481,0.00028297796360586,7.5857757502918E-5
plan,477,0.00028062471650726,0.000181970085861
life,477,0.00028062471650726,0.00075857757502918
high,476,0.00028003640473262,0.00053703179637025
nearly,476,0.00028003640473262,9.1201083935591E-5
instead,475,0.00027944809295797,0.00015848931924611
reason,475,0.00027944809295797,0.00019952623149689
heard,474,0.00027885978118332,0.000181970085861
feeling,473,0.00027827146940867,0.00012589254117942
fact,473,0.00027827146940867,0.00026302679918954
above,472,0.00027768315763402,0.00017378008287494
outside,472,0.00027768315763402,0.00017782794100389
knife,470,0.00027650653408473,2.5118864315096E-5
pain,469,0.00027591822231008,0.0001
eidolon,468,0.00027532991053543,1.2589254117942E-7
situation,467,0.00027474159876078,0.00014454397707459
legs,467,0.00027474159876078,4.677351412872E-5
given,466,0.00027415328698613,0.00027542287033382
happened,466,0.00027415328698613,0.00014454397707459
fell,465,0.00027356497521148,7.4131024130092E-5
taken,463,0.00027238835166219,0.00022908676527678
contact,462,0.00027180003988754,0.00010964781961432
real,462,0.00027180003988754,0.0003630780547701
gun,461,0.00027121172811289,8.128305161641E-5
times,460,0.00027062341633824,0.00034673685045253
win,459,0.00027003510456359,0.00021379620895022
dead,458,0.00026944679278894,0.00015488166189125
brockton,458,0.00026944679278894,1.4791083881682E-7
years,458,0.00026944679278894,0.00089125093813375
line,457,0.0002688584810143,0.00029512092266664
care,456,0.00026827016923965,0.0003388441561392
barely,456,0.00026827016923965,2.8183829312645E-5
alexandria,456,0.00026827016923965,5.3703179637025E-6
step,455,0.000267681857465,0.00013489628825917
wards,455,0.000267681857465,4.7863009232264E-6
holding,455,0.000267681857465,6.9183097091894E-5
old,454,0.00026709354569035,0.00054954087385762
seconds,452,0.00026591692214105,7.0794578438414E-5
weld,449,0.00026415198681711,1.9952623149689E-6
stay,448,0.00026356367504246,0.00019952623149689
least,447,0.00026297536326781,0.00026302679918954
meant,442,0.00026003380439457,8.5113803820238E-5
school,440,0.00025885718084527,0.00048977881936845
sort,440,0.00025885718084527,9.3325430079699E-5
called,438,0.00025768055729598,0.00038904514499428
foot,437,0.00025709224552133,6.7608297539198E-5
later,436,0.00025650393374668,0.00032359365692963
crowd,436,0.00025650393374668,4.5708818961488E-5
passed,434,0.00025532731019738,8.128305161641E-5
short,434,0.00025532731019738,0.00019952623149689
tecton,434,0.00025532731019738,1.2882495516931E-8
understand,434,0.00025532731019738,0.00021877616239496
worse,432,0.00025415068664809,7.2443596007499E-5
mean,432,0.00025415068664809,0.00033113112148259
cape,431,0.00025356237487344,1.949844599758E-5
quiet,431,0.00025356237487344,4.2657951880159E-5
figure,430,0.00025297406309879,0.00012302687708124
onto,430,0.00025297406309879,5.2480746024977E-5
dark,430,0.00025297406309879,0.00010471285480509
members,429,0.00025238575132414,0.00023988329190195
fast,427,0.00025120912777485,0.00012022644346174
let's,427,0.00025120912777485,0.00011481536214969
along,426,0.0002506208160002,0.00022387211385683
information,425,0.00025003250422555,0.00025703957827689
skin,424,0.0002494441924509,7.4131024130092E-5
table,423,0.00024885588067625,0.00012589254117942
lost,423,0.00024885588067625,0.00023988329190195
change,422,0.0002482675689016,0.00034673685045253
chevalier,421,0.00024767925712696,1.2302687708124E-6
ten,420,0.00024709094535231,0.00011481536214969
question,419,0.00024650263357766,0.00022908676527678
legend,416,0.00024473769825371,2.6302679918954E-5
golem,416,0.00024473769825371,5.2480746024977E-7
sorry,416,0.00024473769825371,0.00017378008287494
followed,415,0.00024414938647907,0.00012022644346174
hundred,415,0.00024414938647907,5.2480746024977E-5
ability,413,0.00024297276292977,9.1201083935591E-5
kept,412,0.00024238445115512,9.3325430079699E-5
effect,411,0.00024179613938047,0.00012302687708124
ask,410,0.00024120782760582,0.00021877616239496
always,409,0.00024061951583118,0.00054954087385762
leaving,408,0.00024003120405653,9.3325430079699E-5
coming,406,0.00023885458050723,0.00022908676527678
start,404,0.00023767795695793,0.00032359365692963
you'll,404,0.00023767795695793,0.00013803842646029
keeping,404,0.00023767795695793,6.3095734448019E-5
dog,403,0.00023708964518329,0.00010715193052376
full,403,0.00023708964518329,0.00030902954325136
twenty,402,0.00023650133340864,4.3651583224017E-5
giving,401,0.00023591302163399,0.00012589254117942
night,400,0.00023532470985934,0.00040738027780411
sat,397,0.0002335597745354,3.981071705535E-5
stalker,397,0.0002335597745354,2.9512092266664E-6
home,395,0.0002323831509861,0.00053703179637025
chest,394,0.00023179483921145,3.0902954325136E-5
further,393,0.0002312065274368,0.0002089296130854
response,392,0.00023061821566215,0.00010964781961432
guy,391,0.00023002990388751,0.00022908676527678
territory,390,0.00022944159211286,5.0118723362727E-5
glass,390,0.00022944159211286,6.7608297539198E-5
yet,389,0.00022885328033821,0.00034673685045253
aren't,387,0.00022767665678891,9.3325430079699E-5
siberian,386,0.00022708834501426,1.7782794100389E-6
managed,385,0.00022650003323962,5.8884365535559E-5
name,384,0.00022591172146497,0.00042657951880159
closed,384,0.00022591172146497,7.9432823472428E-5
taylor,384,0.00022591172146497,3.981071705535E-5
undersiders,382,0.00022473509791567,0
you'd,382,0.00022473509791567,6.0255958607436E-5
ran,381,0.00022414678614102,7.4131024130092E-5
except,381,0.00022414678614102,0.00010232929922808
mannequin,379,0.00022297016259173,9.3325430079699E-7
clockblocker,379,0.00022297016259173,0
fucking,378,0.00022238185081708,0.0001949844599758
walked,378,0.00022238185081708,4.3651583224017E-5
boy,378,0.00022238185081708,0.00015488166189125
ago,375,0.00022061691549313,0.00022908676527678
protectorate,375,0.00022061691549313,9.3325430079699E-7
answer,375,0.00022061691549313,0.00014125375446228
clear,374,0.00022002860371848,0.00017782794100389
reach,373,0.00021944029194384,8.7096358995608E-5
six,372,0.00021885198016919,0.00019054607179632
focus,372,0.00021885198016919,9.5499258602144E-5
smiled,372,0.00021885198016919,6.1659500186148E-6
we've,371,0.00021826366839454,7.9432823472428E-5
guess,370,0.00021767535661989,0.00014454397707459
armsmaster,368,0.00021649873307059,0
break,367,0.00021591042129594,0.00014125375446228
pointed,366,0.0002153221095213,2.9512092266664E-5
yourself,366,0.0002153221095213,0.00017782794100389
fine,366,0.0002153221095213,0.00015488166189125
shut,365,0.00021473379774665,6.1659500186148E-5
dropped,365,0.00021473379774665,5.0118723362727E-5
window,363,0.00021355717419735,6.4565422903465E-5
touch,361,0.00021238055064805,7.4131024130092E-5
brought,360,0.00021179223887341,0.00014454397707459
amy,359,0.00021120392709876,1.3489628825917E-5
heavy,359,0.00021120392709876,8.5113803820238E-5
supposed,359,0.00021120392709876,7.2443596007499E-5
edge,358,0.00021061561532411,5.3703179637025E-5
street,358,0.00021061561532411,0.00015848931924611
does,358,0.00021061561532411,0.00056234132519035
nobody,356,0.00020943899177481,8.3176377110267E-5
days,356,0.00020943899177481,0.00038904514499428
vista,354,0.00020826236822552,4.8977881936845E-6
possible,354,0.00020826236822552,0.00023988329190195
straight,353,0.00020767405645087,0.00010232929922808
shoulders,352,0.00020708574467622,1.3803842646029E-5
breath,351,0.00020649743290157,2.9512092266664E-5
corner,350,0.00020590912112692,5.1286138399136E-5
since,348,0.00020473249757763,0.00057543993733716
putting,347,0.00020414418580298,6.4565422903465E-5
drew,347,0.00020414418580298,2.8840315031266E-5
ready,347,0.00020414418580298,0.00017378008287494
stand,346,0.00020355587402833,0.00012589254117942
hope,345,0.00020296756225368,0.0002454708915685
cover,342,0.00020120262692974,0.00010964781961432
pull,341,0.00020061431515509,5.7543993733716E-5
alone,341,0.00020061431515509,0.00014791083881682
die,341,0.00020061431515509,0.00013489628825917
struck,340,0.00020002600338044,2.8183829312645E-5
sent,339,0.00019943769160579,0.00014791083881682
what's,339,0.00019943769160579,0.00014125375446228
slowly,339,0.00019943769160579,4.0738027780411E-5
waiting,339,0.00019943769160579,0.0001122018454302
trust,339,0.00019943769160579,0.00012589254117942
space,338,0.00019884937983114,0.00016595869074376
suit,336,0.00019767275628185,3.981071705535E-5
shot,336,0.00019767275628185,0.00014791083881682
turning,335,0.0001970844445072,4.8977881936845E-5
continued,335,0.0001970844445072,9.3325430079699E-5
